Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
C. George Appelle,Verdun (France),wwi_service_records_b1_f014,"Appelle, C. George",C. George Appelle file,"File documenting the participation of C. George Appelle in World War I. Appelle served in the Army Medical Corps at Camp Grant, Illinois, Camp Hospital #3 in Beaumont, France, the 79th Division in Verdun, France, and the American Expeditionary Forces University in Beune, France. He was discharged on August 1, 1919.","United States. Army; United States. Army. Medical Corps; United States. Army. Camp Hospital, 3 (Beaumont, France); American Expeditionary Forces University (Beaune, France)",http://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Appelle, C. George; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2969958/,49.15964,5.3829,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/187,187
C. George Appelle,Beaune (France),wwi_service_records_b1_f014,"Appelle, C. George",C. George Appelle file,"File documenting the participation of C. George Appelle in World War I. Appelle served in the Army Medical Corps at Camp Grant, Illinois, Camp Hospital #3 in Beaumont, France, the 79th Division in Verdun, France, and the American Expeditionary Forces University in Beune, France. He was discharged on August 1, 1919.","United States. Army; United States. Army. Medical Corps; United States. Army. Camp Hospital, 3 (Beaumont, France); American Expeditionary Forces University (Beaune, France)",http://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"Appelle, C. George; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3034126/,47.02413,4.83887,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/187,187
Bert Glen Appenzeller,"Jefferson Barracks (Saint Louis, Mo.)",wwi_service_records_b1_f015,"Appenzeller, Bert Glen",Bert Glen Appenzeller file,"File documenting the participation of Bert Glen Appenzeller in World War I. Appenzeller enlisted on May 3, 1918, and served in the Coast Artillery Corps in Jefferson Barracks, Missouri, Camp Upton, New York, and Fort Totten, New York, before being sent overseas. He was discharged on June 7, 1919. File includes questionnaire, address card, RSVP card, and newspaper clippings.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Appenzeller, Bert Glen; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; index cards; reply cards; newspaper clippings,https://www.geonames.org/4392382/,38.50283,-90.2804,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/220,220
Bert Glen Appenzeller,Fort Totten (N.Y.),wwi_service_records_b1_f015,"Appenzeller, Bert Glen",Bert Glen Appenzeller file,"File documenting the participation of Bert Glen Appenzeller in World War I. Appenzeller enlisted on May 3, 1918, and served in the Coast Artillery Corps in Jefferson Barracks, Missouri, Camp Upton, New York, and Fort Totten, New York, before being sent overseas. He was discharged on June 7, 1919. File includes questionnaire, address card, RSVP card, and newspaper clippings.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Appenzeller, Bert Glen; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/7266720/,40.79278,-73.7761,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/220,220
Bert Glen Appenzeller,Camp Upton (N.Y.),wwi_service_records_b1_f015,"Appenzeller, Bert Glen",Bert Glen Appenzeller file,"File documenting the participation of Bert Glen Appenzeller in World War I. Appenzeller enlisted on May 3, 1918, and served in the Coast Artillery Corps in Jefferson Barracks, Missouri, Camp Upton, New York, and Fort Totten, New York, before being sent overseas. He was discharged on June 7, 1919. File includes questionnaire, address card, RSVP card, and newspaper clippings.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Appenzeller, Bert Glen; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/6353871/,40.86889,-72.8792,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/220,220
Bert Glen Appenzeller,Brest (France),wwi_service_records_b1_f015,"Appenzeller, Bert Glen",Bert Glen Appenzeller file,"File documenting the participation of Bert Glen Appenzeller in World War I. Appenzeller enlisted on May 3, 1918, and served in the Coast Artillery Corps in Jefferson Barracks, Missouri, Camp Upton, New York, and Fort Totten, New York, before being sent overseas. He was discharged on June 7, 1919. File includes questionnaire, address card, RSVP card, and newspaper clippings.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Appenzeller, Bert Glen; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/220,220
Francis Lee Arbogast,"Great Lakes Naval Training Center (Great Lakes, Ill.)",wwi_service_records_b1_f016,"Arbogast, Francis Lee",Francis Lee Arbogast file,File documenting the participation of Francis Lee Arbogast in World War I. Arbogast served in the Navy. File includes letter concerning Arbogast's address at Great Lakes and several newspaper clippings.,United States. Navy,https://id.loc.gov/authorities/names/n79059051,"Arbogast, Francis Lee; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence); newspaper clippings,https://www.geonames.org/7267216/,42.30468,-87.8485,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/253,253
Claude F. Armstrong,Camp Logan (Tex.),wwi_service_records_b1_f017,"Armstrong, Claude F.",Claude F. Armstrong file,"File documenting the participation of Claude F. Armstrong in World War I. Armstrong enlisted in the Army on June 21, 1916 and served with the 5th Infantry, the 33rd Division, and the 108th Supply Train. He served at Camp Waston, Illinois, Camp Parker, Illinois, and Camp Logan, Texas, before being sent overseas. Armstrong arrived in Brest on May 30, 1919, and was a motor cycle dispatch rider for the American Expeditionary Forces at various locations including Mersch, Luxembourg. File includes address card, letter, and newspaper clipping.","United States. Army; United States. Army. Division, 33rd; United States. Army. Supply Train, 108th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/no89011647; https://id.loc.gov/authorities/names/n2014005827; https://id.loc.gov/authorities/names/no2023097689,"Armstrong, Claude F.; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence); newspaper clippings,,29.77149,-95.4274,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/246,246
Claude F. Armstrong,Brest (France),wwi_service_records_b1_f017,"Armstrong, Claude F.",Claude F. Armstrong file,"File documenting the participation of Claude F. Armstrong in World War I. Armstrong enlisted in the Army on June 21, 1916 and served with the 5th Infantry, the 33rd Division, and the 108th Supply Train. He served at Camp Waston, Illinois, Camp Parker, Illinois, and Camp Logan, Texas, before being sent overseas. Armstrong arrived in Brest on May 30, 1919, and was a motor cycle dispatch rider for the American Expeditionary Forces at various locations including Mersch, Luxembourg. File includes address card, letter, and newspaper clipping.","United States. Army; United States. Army. Division, 33rd; United States. Army. Supply Train, 108th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/no89011647; https://id.loc.gov/authorities/names/n2014005827; https://id.loc.gov/authorities/names/no2023097689,"Armstrong, Claude F.; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/246,246
Claude F. Armstrong,Mersch (Luxembourg),wwi_service_records_b1_f017,"Armstrong, Claude F.",Claude F. Armstrong file,"File documenting the participation of Claude F. Armstrong in World War I. Armstrong enlisted in the Army on June 21, 1916 and served with the 5th Infantry, the 33rd Division, and the 108th Supply Train. He served at Camp Waston, Illinois, Camp Parker, Illinois, and Camp Logan, Texas, before being sent overseas. Armstrong arrived in Brest on May 30, 1919, and was a motor cycle dispatch rider for the American Expeditionary Forces at various locations including Mersch, Luxembourg. File includes address card, letter, and newspaper clipping.","United States. Army; United States. Army. Division, 33rd; United States. Army. Supply Train, 108th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/no89011647; https://id.loc.gov/authorities/names/n2014005827; https://id.loc.gov/authorities/names/no2023097689,"Armstrong, Claude F.; World War, 1914-1918; Illinois State Normal University--Students;",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2960276/,49.74889,6.10611,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/246,246
Russell R. Armstrong,Dieulouard (France),wwi_service_records_b1_f018,"Armstrong, Russell R.",Russell R. Armstrong file,"File documenting the participation of Russell Armstrong in World War I. Armstrong enlisted in the Coast Artillery on May 1, 1917. He was attached to the railroad artillery and was stationed at Dieulaurd, Verdun, Sommedien, and Marbauch. He was at the front during the Battle of Saint-Mihiel and the Meuse-Argonne offensive.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Armstrong, Russell R.; University High School (Normal, Ill.)--Students; World War, 1914-1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918--Campaigns--Meuse River Valley; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh2010007621; http://id.loc.gov/authorities/subjects/sh85007115,index cards; reply cards; newspaper clippings;,https://www.geonames.org/3021394/,48.84137,6.06782,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/239,239
Russell R. Armstrong,Verdun (France),wwi_service_records_b1_f018,"Armstrong, Russell R.",Russell R. Armstrong file,"File documenting the participation of Russell Armstrong in World War I. Armstrong enlisted in the Coast Artillery on May 1, 1917. He was attached to the railroad artillery and was stationed at Dieulaurd, Verdun, Sommedien, and Marbauch. He was at the front during the Battle of Saint-Mihiel and the Meuse-Argonne offensive.",United States. Army; United States. Army. Coast Artillery,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n82031742,"Armstrong, Russell R.; University High School (Normal, Ill.)--Students; World War, 1914-1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918--Campaigns--Meuse River Valley; Argonne, Battle of the, France, 1918",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh2010007621; http://id.loc.gov/authorities/subjects/sh85007115,,https://www.geonames.org/2969958/,49.15964,5.3829,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/239,239
